1000
00000000023,inlyvdqjuwy,1,11684316041,6235560700302312,134710192609172235,176722,11011,20220125102050,20220125102050,0,000000000898.
00000000024,jmxadjkhoz,1,12284859389,6259879808247674,181352201903050278,988188,23449,20221104030947,20221104030947,0,
00000000025,imjhvnz,2,12998298024,6254666701363538,881618198705183148,791623,28851,20120719080010,20120719080010,0,
00000000026,zsapbzzfcd,1,19410849451,6246761704204248,703499193809019394,010063,22714,20160926160039,20160926160039,0,000000000973.000000000950.
00000000027,rmblgbgu,2,17956725355,6255661719226297,162256193711060733,243888,0,20130113113218,20130113113218,1,000000000993.
00000000028,frg,2,13223504454,6233064706460382,614022196105237508,911871,0,20101113143643,20101113143643,1,
00000000029,klexztk,2,17300587004,6235567713414978,051355199610209407,778838,0,20160728013525,20160728013525,1,000000000928.
00000000030,kfjuxyayiu,1,13968181867,6258564704205497,031002196609010377,690497,15520,20101103233543,20101103233543,0,
00000000031,lzfmpchsxrc,2,17783011460,6238479801468525,173710201505288719,140202,5272,20121223231731,20121223231731,0,
00000000032,yvy,1,16063882935,6251970805265510,455174202005020509,810819,0,20171028141043,20171028141043,1,
00000000033,jygz,1,17398742686,6261566707221144,675027198601047055,396236,10452,20150402105159,20150402105159,0,
00000000034,afmcav,1,19670538079,6255862715334737,166666194912128062,509413,0,20120707142114,20120707142114,1,
00000000035,zxx,2,10314390134,6229561700277423,387805193606078203,153305,27521,20121122145443,20121122145443,0,
00000000036,vmngayjcr,1,12610273008,6230066703494046,688037198108204857,514987,0,20071208053933,20071208053933,1,000000000973.000000000950.
00000000037,pricjlltq,1,15021356799,6248065705306264,464329197109125343,375147,26800,20190403163321,20190403163321,0,000000000886.000000000709.000000000399.000000000580.
00000000038,dmqczdqnvx,2,12462393014,6235970806432136,482555202002239695,753279,0,20150627003347,20150627003347,1,000000000993.
00000000039,fi,2,18943868678,6268362709404677,385861194409268209,648907,0,20191102204512,20191102204512,1,000000000972.
00000000040,uoqvcezy,1,10788923721,6248761713422902,483114193811204654,441083,0,20210916090520,20210916090520,1,
00000000041,hndrgffoct,2,13652315496,6245362707285757,043904194407043018,474473,0,20120303163651,20120303163651,1,000000000886.
00000000042,bizgbclcoq,1,19366482145,6249978808264598,466794200005050052,159019,0,20010223171125,20010223171125,1,
00000000043,xdtdxrhnyb,1,11019477374,6244365709483189,430576197407262533,086567,27964,20100622064507,20100622064507,0,000000000972.
00000000044,pvgvgemd,2,15185379609,6254863705209863,674747195909029712,433208,0,20010824022400,20010824022400,1,
00000000045,tdzxf,2,14709191700,6239567715339077,413343199612120751,554411,0,20131123083846,20131123083846,1,
00000000046,gjhlspshrkp,1,17532168046,6243861706430173,354430193902232352,658468,0,20090201002324,20090201002324,1,
00000000047,gf,2,18744087605,6250863704223907,593354195901016088,914542,0,20070619053329,20070619053329,1,000000000993.
00000000048,jeh,1,18271961108,6244761708390830,928690193808151796,325986,25550,20050625140059,20050625140059,0,
00000000049,ny,1,19870709139,6254862704250847,194394194904011653,085250,25280,20080223223926,20080223223926,0,000000000965.000000000986.
00000000050,rifw,2,10928459585,6256467714430172,587790199512210818,837769,0,20030719154705,20030719154705,1,
00000000051,zgjnjssfoq,1,10443742077,6239367706451524,319803199404233096,440802,0,20141217082817,20141217082817,1,000000000989.000000000983.
00000000052,zngra,2,12349943167,6249265709477123,310318197306266275,081573,3293,20140217233655,20140217233655,0,
00000000053,glc,2,17451758843,6253260704498115,993223192308213253,500482,0,20150825171248,20150825171248,1,000000000988.000000000991.
00000000054,vernetokxw,1,11245623365,6238262708434878,277052194302252983,643319,0,20140410074505,20140410074505,1,000000000984.000000000999.
00000000055,czxe,1,12316648088,6247879819322409,100016201911165045,163951,0,20161206054801,20161206054801,1,
00000000056,wobmlyoejk,2,10573446228,6242861712235284,783602193912098881,183941,9240,20100522183923,20100522183923,0,
00000000057,sna,2,12374252368,6243260702379000,983288192306197854,597757,14409,20020607013659,20020607013659,0,000000000928.000000000970.000000000940.000000000793.
00000000058,ubbssdcowrs,1,14968524279,6257863700368163,479242195905170087,821429,0,20080913113448,20080913113448,1,000000000984.
00000000059,gbmiuquku,1,14079621137,6241779808326228,753581201801150849,702417,0,20150822030229,20150822030229,1,000000000928.
00000000060,jhfwzy,1,17947818122,6250460706223553,910942192501036642,854527,27904,20120222102159,20120222102159,0,000000000837.
00000000061,eihpjrdg,2,12995139107,6247063715318489,911583195110124840,521812,13902,20120511122602,20120511122602,0,
00000000062,cnmyrf,2,14486856196,6258179801372005,807586201206187702,377609,0,20170121093637,20170121093637,1,
00000000063,jtnpo,2,16166421742,6240964705443177,923247196003225871,966548,23558,20050919201439,20050919201439,0,
00000000064,pfgjidma,2,12600710734,6231170815419212,764172202210224038,933071,0,20220802235246,20220802235246,1,000000000989.
00000000065,igcvrnrubf,2,10931933324,6238667718426375,160557199711253461,834124,30919,20091215074723,20091215074723,0,000000000972.000000000946.
00000000066,mrlomjnrhv,1,19827430443,6245962708286176,386889194007052545,602603,0,20160128200718,20160128200718,1,000000000989.000000000983.000000000985.
00000000067,guqdokp,1,10315932158,6238063714312119,218039195110113167,627905,0,20221017225314,20221017225314,1,
00000000068,vmofeu,1,16114839437,6247364708490739,050714196408253000,590667,0,20170720094049,20170720094049,1,000000000965.000000000986.000000000978.
00000000069,semoshjf,2,19712966138,6253966709289747,804338198007063658,528814,23339,20180122041625,20180122041625,0,000000000928.
00000000070,tikgxwah,1,18921186187,6252863708272705,289408195906056098,442786,0,20120226070353,20120226070353,1,000000000910.
00000000071,ntlxwcs,1,18871559187,6260466704223572,818605198501016202,913015,0,20051013091737,20051013091737,1,000000000973.
00000000072,vxmjlqp,1,10908755870,6250861707469751,012894193905248712,250087,0,20141217172023,20141217172023,1,
00000000073,kiyqfqlh,1,16968675954,6266564705382370,120859196607123332,365464,29778,20111023151845,20111023151845,0,000000000973.
00000000074,wudifuvi,2,18648375838,6261978801383342,709700200007185124,925373,16534,20120320125655,20120320125655,0,000000000984.
00000000075,otoyepkran,2,11841462488,6247367702385774,639543199407195801,824469,28236,20050318082736,20050318082736,0,
00000000076,szqmjalvjpv,2,11022192834,6233364707230272,920092196402045951,658094,0,20130328221358,20130328221358,1,
00000000077,wehua,1,12433535389,6246165718232004,269232197212050287,264187,0,20150807022742,20150807022742,1,000000000965.000000000986.000000000978.
00000000078,fdkaycrszqx,2,17439786472,6258061708332832,325443193102153858,853333,3384,20131015165406,20131015165406,0,
00000000079,slg,1,15845717080,6246263714320686,646575195311110514,414647,26692,20070716072954,20070716072954,0,000000000972.
00000000080,drryegzcw,2,12199046164,6243079803397276,192578201108100151,948222,0,20150108084552,20150108084552,1,000000000989.000000000983.
00000000081,oincryx,2,10678618678,6258667704245433,465035199703018043,611719,1503,20150206115439,20150206115439,0,
00000000082,limjg,2,13755954756,6257070814321379,320379202111116073,812326,3945,20061028065842,20061028065842,0,
00000000083,vur,2,18672915015,6245879808248108,308220201903052645,737992,15093,20191001234051,20191001234051,0,
00000000084,za,2,14574577105,6246278807257788,231078200304049582,834861,30349,20210728023752,20210728023752,0,
00000000085,wp,1,18399463648,6261778809396607,248521200808161538,166337,27588,20021217193855,20021217193855,0,000000000942.
00000000086,lot,1,15875996847,6269862708325604,794718194901153328,378027,0,20051125161106,20051125161106,1,000000000989.000000000983.
00000000087,irwgvup,1,18472656336,6251066711425685,442740198111282002,381161,19588,20160726003500,20160726003500,0,000000000972.
00000000088,elttysbs,1,15503596825,6249478817416686,475490200510249863,771522,0,20210528181035,20210528181035,1,000000000989.000000000983.000000000985.
00000000089,mun,2,18189329968,6264465700236438,160801197502070694,807313,0,20130225093847,20130225093847,1,
00000000090,ux,1,19892437718,6259760703323490,174639192801109217,638326,26622,20221007071506,20221007071506,0,000000000973.
00000000091,ecohmfvzczw,2,16255193122,6237378805464746,688971200405224123,914827,25437,20190117174629,20190117174629,0,000000000934.000000000954.
00000000092,ocnjre,1,10121435546,6232064706465057,715650196105230534,012808,9315,20170305052944,20170305052944,0,
00000000093,xlrsgjc,2,16888109035,6249767719334272,442406199812166833,081011,0,20110223152942,20110223152942,1,
00000000094,inhtibad,2,10513851006,6230763706281795,310346195807035255,007238,21349,20030717094950,20030717094950,0,000000000989.000000000983.000000000985.
00000000095,wquwhovoiw,2,12578589109,6255161706428666,833768193201232587,815304,13628,20131004095910,20131004095910,0,000000000973.
00000000096,xp,2,15927284117,6247860706236556,816021192902039558,513214,3806,20120501080554,20120501080554,0,
00000000097,sehau,2,12085155413,6235760712218133,955689192810099889,124516,0,20010324130839,20010324130839,1,000000000934.
00000000098,gfngyxdbt,1,19003413224,6229366713415158,716119198410207446,442017,0,20160804104617,20160804104617,1,000000000878.
00000000099,vvpgsm,1,11317744729,6246379807282655,467209201407045126,721406,0,20200718010650,20200718010650,1,000000000965.
00000000100,jeqyo,2,18653872406,6250866707396678,903797198908149360,885987,15215,20180214100649,20180214100649,0,000000000973.
00000000101,ilhlfiyl,2,12640127011,6225463700373327,209318195506179485,771427,21312,20141223071405,20141223071405,0,
00000000102,ejcsbucnxfl,2,10075932375,6242165705207841,413347197209020725,101627,0,20191208001539,20191208001539,1,000000000972.
00000000103,cuzvsrfd,1,13697370458,6253364700451208,523616196404278141,969281,0,20000820110723,20000820110723,1,000000000886.
00000000104,crfx,2,19278562169,6256967719424806,621416199011269384,289621,201,20110610064225,20110610064225,0,000000000871.
00000000105,nxlhitj,2,10644244859,6247466718411616,465543198510250465,945599,6821,20080916095908,20080916095908,0,
00000000106,bbe,1,19743884087,6259260703331469,565815192302109890,663572,0,20211104190132,20211104190132,1,
00000000107,bipe,1,12735381112,6234078805232979,396801200102020369,708328,31122,20220326185550,20220326185550,0,000000000965.
00000000108,xtilyrdm,2,18028333547,6244164706460250,201552196205234648,773792,15159,20120617112245,20120617112245,0,
00000000109,pfnvglmik,1,18279152852,6250361709444397,720283193403265731,998146,0,20030406213453,20030406213453,1,
00000000110,iog,2,10233944126,6235578809460656,113489200605265246,576121,8644,20170627065853,20170627065853,0,
00000000111,pofwiye,2,11475177014,6238067712311967,287751199110194983,740433,0,20030522131702,20030522131702,1,000000000972.
00000000112,thhjyvjytx,2,19805822171,6244279812221265,109096201311093122,881326,0,20090217203059,20090217203059,1,000000000735.000000000941.
00000000113,lfie,1,11000807912,6229966706285104,219863198007030281,190081,0,20000704221014,20000704221014,1,000000000988.
00000000114,twuqmkkzy,2,19376299123,6252261707404906,354610193309248895,366269,0,20090118154435,20090118154435,1,000000000993.000000000990.
00000000115,gdpdhwe,2,14856644196,6254561706287071,626568193607039368,401729,0,20020924060719,20020924060719,1,000000000910.000000000857.
00000000116,yrgls,1,16271399619,6254065704248418,629831197103016798,293836,31730,20100114162526,20100114162526,0,000000000735.
00000000117,dkppzqbf,2,17740066960,6246665719416822,048366197710260445,915241,0,20131009181336,20131009181336,1,000000000993.000000000990.000000001001.
00000000118,qk,1,18697899206,6265760701406289,387118192809280715,779595,0,20190620073858,20190620073858,1,000000000934.000000000954.000000000842.000000000883.
00000000119,zary,1,18615214369,6246560718431867,315361192612250000,008482,8788,20151103221651,20151103221651,0,
00000000120,bzrqgfn,2,17045037054,6236767706209540,753408199809030149,845472,22932,20180716070630,20180716070630,0,000000000901.000000000975.
00000000121,md,2,12380195363,6241067709248721,782370199103060462,428148,0,20170205202830,20170205202830,1,000000000965.
00000000122,pj,1,16318451458,6246866715314958,439986198910126780,815547,0,20130219082342,20130219082342,1,000000000934.
00000000123,nkmqy,1,16307460416,6238278801300520,342319200309189455,063756,17666,20160116005858,20160116005858,0,000000000993.000000000990.
00000000124,mxwiitxswi,2,16151182782,6242566700345265,454252198603173284,799611,24643,20000426221051,20000426221051,0,000000000965.000000000986.
00000000125,plhjwayc,2,10160560896,6242165704240059,167912197203019449,634034,29011,20070518165606,20070518165606,0,000000000965.000000000986.
00000000126,pvzmkooh,2,19270459698,6260164707431557,734101196202246438,567392,0,20150123024142,20150123024142,1,
00000000127,zwhcht,2,11910140365,6231660700370673,462031192706174859,597925,0,20011019132111,20011019132111,1,
00000000128,lztr,1,11063744738,6244879809495083,246700201908268637,982743,0,20001101054056,20001101054056,1,000000000928.
00000000129,emlvwkm,2,17238380209,6243678807252911,202942200704042484,089673,14615,20191128063301,20191128063301,0,
00000000130,jvcyj,2,18945719522,6253860706290782,457768192908039823,982449,0,20171222003142,20171222003142,1,
00000000131,itwcomtyvaa,1,16778543549,6259861700338757,030750193902175299,782233,0,20040516140835,20040516140835,1,000000000993.000000000990.
00000000132,ue,2,14739023523,6239166709386678,723521198207160281,308942,30879,20160909013538,20160909013538,0,
00000000133,hvi,1,12016389894,6251664706327232,543881196701130548,485235,28850,20061024221953,20061024221953,0,
00000000134,rq,1,13815210702,6230763708276619,276385195806057168,736654,0,20100701225412,20100701225412,1,000000000973.000000000950.
00000000135,duabpe,2,18503373683,6247463717326618,518185195511141829,662315,0,20190123143915,20190123143915,1,
00000000136,xqx,2,16511554339,6243662707264575,033959194705041413,197639,0,20200703050618,20200703050618,1,000000000993.
00000000137,ajy,2,10234545840,6236879814323374,317223201911117430,416137,0,20041112200021,20041112200021,1,
00000000138,mjhc,1,10903030691,6232064709384601,223238196107164315,750340,20154,20070108120627,20070108120627,0,000000000984.000000000999.
00000000139,hrf,1,18342987597,6263079805428287,202511201101222072,119477,0,20180602111510,20180602111510,1,000000000993.000000000990.
00000000140,sycaqf,1,17201171810,6229264716318528,537047196310137442,318850,30185,20201120085041,20201120085041,0,000000000993.000000000990.000000001001.
00000000141,yioycvysyr,1,14885186085,6254862700448048,762874194903274337,730517,21552,20170502091519,20170502091519,0,000000000898.
00000000142,kc,2,17378716325,6250665705427476,771725197701226283,809885,31540,20111228235100,20111228235100,0,000000000972.
00000000143,sqfirkaikvs,2,15460301367,6236766701481660,364221198807288316,693358,163,20170702115940,20170702115940,0,000000000993.
00000000144,yukmpkih,2,17233343620,6234560711315123,394489192610181954,688430,24610,20160501112522,20160501112522,0,000000000973.
00000000145,bctael,1,16851177984,6257561709242817,975748193603061971,609588,2596,20010804114330,20010804114330,0,000000000973.
00000000146,tkveedgdvi,2,10360498523,6241962702233279,582728194002092281,730046,0,20020311135158,20020311135158,1,000000000965.000000000986.000000000978.
00000000147,tyzpxrps,1,14568049008,6245265714332961,232819197312117575,410479,28218,20080514111912,20080514111912,0,
00000000148,zen,2,19811803926,6248364708449638,023631196403255288,507217,0,20210916081324,20210916081324,1,
00000000149,lrrgazaizmo,2,15804582211,6237066706325086,742186198101134820,599971,7033,20100302044759,20100302044759,0,000000000972.000000000946.000000000995.
00000000150,mrgyjbiqo,2,13892049865,6255764719420760,245715196811267573,435566,0,20170525130858,20170525130858,1,000000000942.000000000971.
00000000151,rljgxmaff,2,19298400951,6248961705307003,400279193009120765,445801,3812,20040225094629,20040225094629,0,000000000973.
00000000152,hczepmsnh,1,18112920435,6236067719418976,610710199110262067,416071,0,20101121200715,20101121200715,1,000000000901.
00000000153,vdunpl,1,16312031018,6226964705478447,244463196006228211,913335,290,20190406144952,20190406144952,0,
00000000154,und,1,12866805350,6244778804249344,834429200803011206,722492,0,20130811091910,20130811091910,1,
00000000155,bl,2,10250958084,6242166709276754,213427198206068961,488391,27534,20211004012804,20211004012804,0,000000000901.
00000000156,dzqq,1,17938671319,6255760700492652,140781192808270356,366658,0,20100824062805,20100824062805,1,000000000973.000000000950.000000000955.000000000892.000000000964.
00000000157,alcxguusxkt,1,14832340986,6248062703459389,306352194104209690,776504,13850,20030215182111,20030215182111,0,
00000000158,rpqfywtdj,1,19057932121,6240878805451170,172329200904225610,454273,0,20091011114820,20091011114820,1,
00000000159,hdd,2,17788931859,6266962712224880,178114194011092377,108360,0,20061119205528,20061119205528,1,000000000735.
00000000160,ohfh,2,19947866400,6254267700361064,175160199305174017,106764,17273,20120301235009,20120301235009,0,
00000000161,kj,1,12663768111,6242261706483152,385371193307238705,757961,0,20110414094406,20110414094406,1,
00000000162,wbq,1,19403105527,6237966719329434,009290198011164521,026955,0,20161010114704,20161010114704,1,
00000000163,ftjzfxhwnr,1,19885190251,6249462702362227,803105194505197073,228408,0,20010606021424,20010606021424,1,
00000000164,gn,1,18579642751,6255970819320049,976985202011165973,555330,0,20070925185611,20070925185611,1,000000000965.000000000986.
00000000165,od,2,19940401755,6245664711312193,500680196710184641,698071,6499,20190814015934,20190814015934,0,000000000934.000000000954.
00000000166,jhsqfu,2,18284224740,6242963705452110,351545195004227685,385156,0,20000815163503,20000815163503,1,
00000000167,ybxfsrs,2,19157476456,6255065701497697,764831197108287350,359989,0,20170405000336,20170405000336,1,
00000000168,aqxypgohz,1,18614975002,6243964715336247,050044196012128069,830654,0,20090311080008,20090311080008,1,
00000000169,bvazr,2,11713014070,6225364702291158,132743196408097369,640852,0,20120802175708,20120802175708,1,
00000000170,qrlzmehddvf,1,19756986281,6262165713428171,888248197211206054,770236,0,20110119120045,20110119120045,1,
00000000171,lxbhgqqws,2,10059646818,6248163710322449,029108195211175603,826748,0,20200521051229,20200521051229,1,
00000000172,gpeceg,1,16587617065,6252267707209932,950490199309049050,082397,3182,20050207033159,20050207033159,0,000000000965.
00000000173,jlknzdm,1,13743679313,6247278807234828,088696200302049530,545348,0,20010617191736,20010617191736,1,000000000973.000000000950.
00000000174,jtpnqpomnn,2,12480352602,6233179805259439,329945201204025801,753287,0,20090802095839,20090802095839,1,000000000855.000000000957.
00000000175,hkfqiyjr,2,19896022041,6242467701390524,056679199508180941,453738,31228,20220912094650,20220912094650,0,000000000942.000000000971.
00000000176,rlofmlltz,2,13196481248,6247163714314056,487684195210111175,488119,0,20010726215309,20010726215309,1,
00000000177,bjmyfnc,1,16293685358,6256260709434193,506003192302261866,106785,0,20050128135757,20050128135757,1,000000000973.
00000000178,ldnkqb,2,17680976398,6264062704363265,757157194105117520,252423,25548,20061225132901,20061225132901,0,000000000993.000000000990.000000001001.
00000000179,txevrwsrnom,1,13734279787,6258767700236076,320969199802070300,718806,28140,20161116111449,20161116111449,0,000000000928.
00000000180,rd,2,15892474964,6259461708348707,058919193503150003,281797,28910,20090608222649,20090608222649,0,
00000000181,ds,1,12452717123,6235360709327871,431918192401160284,277056,0,20220502030034,20220502030034,1,000000000972.
00000000182,kwyzkpecn,2,14458205242,6237862705265931,699921194905022017,109172,0,20020308174740,20020308174740,1,
00000000183,yqgu,1,19590085983,6257064702305174,335807196109197318,254802,0,20080517102256,20080517102256,1,
00000000184,pfwkvkk,2,18404420856,6242478808498764,106630200508250557,583101,0,20191116215511,20191116215511,1,
00000000185,dn,1,15794578551,6257261700375007,331111193306177434,927178,0,20140224030022,20140224030022,1,000000000910.000000000857.
00000000186,kn,1,14913287553,6248562703470079,264049194606208637,443405,10626,20141006092703,20141006092703,0,000000000898.000000000307.
00000000187,gmmybyabnz,1,16717777784,6262278818414970,464484200310257759,841854,27448,20080416201104,20080416201104,0,000000000735.000000000941.
00000000188,ivqyvc,2,12151103240,6220378810224704,949451200411075352,923324,0,20101128044058,20101128044058,1,000000000984.000000000999.
00000000189,fzwoybldj,1,14131876586,6250478817314568,304005200510141986,143675,20450,20051006103853,20051006103853,0,000000000548.
00000000190,tqrnejtqkk,2,17193349565,6253661707209438,790470193709046508,574360,0,20070704010506,20070704010506,1,000000000993.000000000990.000000001001.
00000000191,wfn,1,14729225530,6240167707221281,267073199201049314,608720,24085,20181205125039,20181205125039,0,000000000993.000000000990.000000001001.
00000000192,ruktcgltfrf,2,10468107958,6249861718430248,020399193912256282,180088,7146,20050605095135,20050605095135,0,000000000901.
00000000193,uca,1,14058765232,6243878802363945,797580200905195071,318351,20260,20220610062626,20220610062626,0,
00000000194,ubpwftt,1,11369862865,6255964700273590,748769196006079226,947791,6659,20010914045842,20010914045842,0,000000000993.000000000990.
00000000195,kzi,1,16266622763,6247360717426563,657994192411241833,768510,0,20180715183621,20180715183621,1,000000000871.
00000000196,okzpglil,1,17489848828,6267970809488087,672574202007267980,921479,32453,20110423050634,20110423050634,0,000000000965.000000000986.
00000000197,mmryknsmps,1,15242440446,6236263709309479,745739195309166238,899131,23272,20030113042847,20030113042847,0,000000000993.000000000990.000000001001.
00000000198,unqkidztcs,2,14107780231,6234564709275580,825802196606064622,800593,0,20041128131134,20041128131134,1,000000000972.
00000000199,exk,2,16687389902,6259079807393443,601184201108147534,989688,15534,20110809073905,20110809073905,0,000000000886.
00000000200,cl,1,13827796257,6257479816411178,336912201510230912,761379,0,20080324061047,20080324061047,1,000000000934.000000000954.000000000842.
00000000201,onkdfrpdxkr,1,12331026562,6231765701209497,592803197809088293,447423,6253,20221215031047,20221215031047,0,
00000000202,cyce,1,16249397342,6250666707302424,446762198709149905,595415,0,20171002071454,20171002071454,1,000000000965.
00000000203,oezd,1,18584409420,6245261702395579,093013193308196594,912296,0,20210816122913,20210816122913,1,
00000000204,an,1,10060480702,6228062714313243,797304194110113154,529171,0,20000216200407,20000216200407,1,
00000000205,fqaxjxsu,1,17443062422,6235765716236416,768344197812031855,852857,0,20160413230937,20160413230937,1,000000000993.000000000990.
00000000206,ceffu,2,13522527049,6240278809206498,719729200309060961,164629,29159,20080303224458,20080303224458,0,
00000000207,fl,2,14619398665,6258564706349510,719493196603137875,947989,0,20120404212645,20120404212645,1,000000000855.
00000000208,nkmiqpipgh,1,16265298709,6255666706482826,009543198707232550,954129,9457,20200202164000,20200202164000,0,000000000965.000000000986.000000000978.
00000000209,udo,2,15545501973,6245467705363532,560608199505123788,975658,6744,20220906182215,20220906182215,0,000000000993.
00000000210,sur,1,13131696702,6239067708425678,110201199101259972,572166,13582,20130824113725,20130824113725,0,000000000965.000000000986.
00000000211,mqtgqpithw,1,17722395343,6246266705440295,628131198303222303,194246,0,20010305172219,20010305172219,1,000000000993.
00000000212,uxcede,1,18090268805,6247266707220189,061094198301046247,033421,30752,20110515120918,20110515120918,0,000000000965.000000000986.000000000978.
00000000213,xjk,1,19267992128,6256578801445337,996183200603283992,329926,0,20210520050539,20210520050539,1,000000000988.
00000000214,iefenvad,1,11031749036,6235966704331398,094741198002113007,639836,0,20070706050943,20070706050943,1,000000000928.000000000970.
00000000215,xvmylx,2,14424976877,6259562715431513,699014194612223107,110732,0,20040628113505,20040628113505,1,000000000942.
00000000216,sqtoosvx,2,17909364917,6256264709222604,860910196301060673,678341,8926,20191122182601,20191122182601,0,
00000000217,hs,1,15060476701,6237066709256923,936318198104068872,088652,10777,20011227014349,20011227014349,0,000000000993.000000000990.
00000000218,eoisp,2,10094188763,6247860703426023,919521192901207056,193394,25409,20141027070205,20141027070205,0,
00000000219,qyhfvekefw,2,11043402870,6230278813414108,844760200310206272,040833,0,20051015050858,20051015050858,1,000000000993.000000000990.
00000000220,ywlml,1,16301947862,6247579808235532,990068201602057045,576492,27377,20100617110820,20100617110820,0,
00000000221,kj,2,13399622134,6243578805367675,712106200605128134,000103,7660,20020722160601,20020722160601,0,000000000993.
00000000222,sbxsie,2,15919319633,6250678808448711,409449200703255149,624229,0,20200620133344,20200620133344,1,
00000000223,scbesxaamp,1,16003964315,6238564701308988,689032196609185117,612954,4425,20200426170114,20200426170114,0,
00000000224,mo,2,19749352425,6251063700320657,363389195101171419,164225,0,20200608052415,20200608052415,1,000000000886.
00000000225,yrutyecq,1,16029302349,6239267713328678,780319199311101810,109030,0,20110101072420,20110101072420,1,000000000993.
00000000226,jzvudajwmmc,1,17192010288,6239261709450054,100006193304260195,675455,0,20040109000406,20040109000406,1,
00000000227,kfkkkc,2,16854892512,6251260716423481,514653192311230489,923630,0,20070517112600,20070517112600,1,
00000000228,argmnhgct,2,18975099419,6262062709397976,028217194108165438,242456,0,20020708032127,20020708032127,1,
00000000229,rdrzykfaj,1,10613576678,6250063707427815,266724195101246496,347019,6854,20081018052734,20081018052734,0,
00000000230,xzqrpoj,1,11588138108,6244061708406093,649503193109256713,937379,0,20160821120906,20160821120906,1,
00000000231,aqbqldyft,1,13849187255,6253879810329233,281599201911173085,252309,25046,20060717130355,20060717130355,0,
00000000232,gvdgmouryk,2,16410789693,6254560702287830,881615192607094925,122305,0,20180507144251,20180507144251,1,
00000000233,wuzp,2,19700087847,6251165705208885,298924197209025206,687052,0,20000810211844,20000810211844,1,000000000989.
00000000234,tyyydapfo,1,12710485602,6236462704444819,125024194503210130,520296,0,20160621070233,20160621070233,1,000000000928.000000000970.
00000000235,whpxph,2,13125434799,6248179801247513,218196201203080133,812394,496,20140223234300,20140223234300,0,
00000000236,hdakvuw,2,16546410446,6241365700425472,660075197401272991,341505,0,20101023151410,20101023151410,1,000000000965.
00000000237,wt,1,18843037239,6248578810426777,582430200611274803,368984,0,20100516025240,20100516025240,1,
00000000238,ebplg,1,16478344605,6248478811210714,782635200510088353,124226,0,20170705173032,20170705173032,1,
00000000239,dcpf,1,14923569653,6253563705298738,189122195608027770,524020,0,20030508221132,20030508221132,1,000000000901.
00000000240,objjan,1,11329577534,6247660712235049,249360192712098113,402272,0,20080913213115,20080913213115,1,000000000972.000000000946.000000000995.
00000000241,zenayttx,2,13996792762,6261070804422461,904177202101217235,007483,0,20190412024234,20190412024234,1,000000000886.000000000709.
00000000242,ubcxxk,1,14580255495,6248967704238769,464221199002012523,958221,0,20061220161419,20061220161419,1,
